MS Mass (solMass),Period (days),Inclination (degs),Native Amplitude (mag),Only-Horizon Amplitude (mag),Amplitude Difference (mag),Eclipsing?
0.622,0.6951927961775606,85.0,4.638456704489987,1.3317248041612282,3.3067319003287587,1
0.622,0.6951927961775606,90.0,4.63461723824749,1.3348678011261321,3.2997494371213576,1
0.622,0.8858667904100825,0.0,-0.0,-0.0,0.0,0
0.622,0.8858667904100825,5.0,0.1245544427736965,0.1245544427736965,0.0,0
0.622,0.8858667904100825,10.0,0.24765223229603048,0.24765223229603048,0.0,0
0.622,0.8858667904100825,15.0,0.36797965453512205,0.36797965453512205,0.0,0
0.622,0.8858667904100825,20.0,0.4839240335468717,0.4839240335468717,0.0,0
0.622,0.8858667904100825,25.0,0.5942616456439125,0.5942616456439125,0.0,0
0.622,0.8858667904100825,30.0,0.6979541843012272,0.6979541843012272,0.0,0
0.622,0.8858667904100825,35.0,0.7936832156766946,0.7936832156766946,0.0,0
0.622,0.8858667904100825,40.0,0.8804348560843791,0.8804348560843791,0.0,0
0.622,0.8858667904100825,45.0,0.9577178060159897,0.9577178060159897,0.0,0
0.622,0.8858667904100825,50.0,1.0250106002520496,1.0250106002520496,0.0,0
0.622,0.8858667904100825,55.0,1.0825039376134302,1.0825039376134302,0.0,0
0.622,0.8858667904100825,60.0,1.1299478124949531,1.1299478124949531,0.0,0
0.622,0.8858667904100825,65.0,1.1679953460090022,1.1679953460090022,0.0,0
0.622,0.8858667904100825,70.0,1.1973841156403076,1.1973841156403076,0.0,0
0.622,0.8858667904100825,75.0,1.2186778605914197,1.2186778605914197,0.0,0
0.622,0.8858667904100825,80.0,1.3229656295396501,1.2330295658077348,0.08993606373191532,1
0.622,0.8858667904100825,85.0,4.550580877096515,1.2413074622742157,3.309273414822299,1
0.622,0.8858667904100825,90.0,4.54379708061437,1.2443186403989266,3.2994784402154433,1
0.622,1.1288378916846888,0.0,-0.0,-0.0,0.0,0
0.622,1.1288378916846888,5.0,0.1146005024981666,0.1146005024981666,0.0,0
0.622,1.1288378916846888,10.0,0.22791487853334608,0.22791487853334608,0.0,0
0.622,1.1288378916846888,15.0,0.3386013905455184,0.3386013905455184,0.0,0
0.622,1.1288378916846888,20.0,0.4451852685422139,0.4451852685422139,0.0,0
0.622,1.1288378916846888,25.0,0.5468720496917016,0.5468720496917016,0.0,0
0.622,1.1288378916846888,30.0,0.6426031064624617,0.6426031064624617,0.0,0
0.622,1.1288378916846888,35.0,0.7308743780357936,0.7308743780357936,0.0,0
0.622,1.1288378916846888,40.0,0.8111473455152363,0.8111473455152363,0.0,0
0.622,1.1288378916846888,45.0,0.8827842415416558,0.8827842415416558,0.0,0
0.622,1.1288378916846888,50.0,0.9454064764196514,0.9454064764196514,0.0,0
0.622,1.1288378916846888,55.0,0.999125868669275,0.999125868669275,0.0,0
0.622,1.1288378916846888,60.0,1.0437493697980835,1.0437493697980835,0.0,0
0.622,1.1288378916846888,65.0,1.0796220891398345,1.0796220891398345,0.0,0
0.622,1.1288378916846888,70.0,1.1075757309205971,1.1075757309205971,0.0,0
0.622,1.1288378916846888,75.0,1.127950976717156,1.127950976717156,0.0,0
0.622,1.1288378916846888,80.0,1.1416775138762378,1.1416775138762378,0.0,0
0.622,1.1288378916846888,85.0,4.464312726551883,1.1495327683285934,3.3147799582232897,1
0.622,1.1288378916846888,90.0,4.452740774410632,1.1523732025005475,3.3003675719100842,1
0.622,1.438449888287663,0.0,-0.0,-0.0,0.0,0
0.622,1.438449888287663,5.0,0.10477477481487202,0.10477477481487202,0.0,0
0.622,1.438449888287663,10.0,0.20856500374373887,0.20856500374373887,0.0,0
0.622,1.438449888287663,15.0,0.30960132912629285,0.30960132912629285,0.0,0
0.622,1.438449888287663,20.0,0.4071379870109712,0.4071379870109712,0.0,0
0.622,1.438449888287663,25.0,0.5003484178959037,0.5003484178959037,0.0,0
0.622,1.438449888287663,30.0,0.5880193165134441,0.5880193165134441,0.0,0
0.622,1.438449888287663,35.0,0.6687306959426876,0.6687306959426876,0.0,0
0.622,1.438449888287663,40.0,0.7426713712775652,0.7426713712775652,0.0,0
0.622,1.438449888287663,45.0,0.8083633306211337,0.8083633306211337,0.0,0
0.622,1.438449888287663,50.0,0.8664753771225348,0.8664753771225348,0.0,0
0.622,1.438449888287663,55.0,0.9160536337427699,0.9160536337427699,0.0,0
0.622,1.438449888287663,60.0,0.957654317997218,0.957654317997218,0.0,0
0.622,1.438449888287663,65.0,0.9911555768874878,0.9911555768874878,0.0,0
0.622,1.438449888287663,70.0,1.0176077602437203,1.0176077602437203,0.0,0
0.622,1.438449888287663,75.0,1.0367002779996115,1.0367002779996115,0.0,0
0.622,1.438449888287663,80.0,1.0497684440154313,1.0497684440154313,0.0,0
0.622,1.438449888287663,85.0,3.5137490827219677,1.0572161267125677,2.4565329560094,1
0.622,1.438449888287663,90.0,4.361978332832292,1.059919539301055,3.302058793531237,1
0.622,1.8329807108324356,0.0,-0.0,-0.0,0.0,0
0.622,1.8329807108324356,5.0,0.09524765562795183,0.09524765562795183,0.0,0
0.622,1.8329807108324356,10.0,0.18955427241053022,0.18955427241053022,0.0,0
0.622,1.8329807108324356,15.0,0.28149799043868945,0.28149799043868945,0.0,0
0.622,1.8329807108324356,20.0,0.370173707401085,0.370173707401085,0.0,0
0.622,1.8329807108324356,25.0,0.45484383070372086,0.45484383070372086,0.0,0
0.622,1.8329807108324356,30.0,0.5345023499735782,0.5345023499735782,0.0,0
0.622,1.8329807108324356,35.0,0.6081169082081433,0.6081169082081433,0.0,0
0.622,1.8329807108324356,40.0,0.6756524971487493,0.6756524971487493,0.0,0
0.622,1.8329807108324356,45.0,0.7356671706120448,0.7356671706120448,0.0,0
0.622,1.8329807108324356,50.0,0.788834338326005,0.788834338326005,0.0,0
0.622,1.8329807108324356,55.0,0.8344494821249787,0.8344494821249787,0.0,0
0.622,1.8329807108324356,60.0,0.8726978927975357,0.8726978927975357,0.0,0
0.622,1.8329807108324356,65.0,0.9036860381075753,0.9036860381075753,0.0,0
0.622,1.8329807108324356,70.0,0.9283590149333039,0.9283590149333039,0.0,0
0.622,1.8329807108324356,75.0,0.9462455546746534,0.9462455546746534,0.0,0
0.622,1.8329807108324356,80.0,0.9585534524299456,0.9585534524299456,0.0,0
0.622,1.8329807108324356,85.0,1.891361772820173,0.9655569138313962,0.9258048589887768,1
0.622,1.8329807108324356,90.0,4.272578894333207,0.9681564395772422,3.3044224547559646,1
0.622,2.3357214690901213,0.0,-0.0,-0.0,0.0,0
0.622,2.3357214690901213,5.0,0.08587342438119426,0.08587342438119426,0.0,0
0.622,2.3357214690901213,10.0,0.1707990940376481,0.1707990940376481,0.0,0
0.622,2.3357214690901213,15.0,0.25379438543093996,0.25379438543093996,0.0,0
0.622,2.3357214690901213,20.0,0.3338419995030453,0.3338419995030453,0.0,0
0.622,2.3357214690901213,25.0,0.41032423739115065,0.41032423739115065,0.0,0
0.622,2.3357214690901213,30.0,0.4823316970173463,0.4823316970173463,0.0,0
0.622,2.3357214690901213,35.0,0.5488499318876812,0.5488499318876812,0.0,0
0.622,2.3357214690901213,40.0,0.6098964574060253,0.6098964574060253,0.0,0
0.622,2.3357214690901213,45.0,0.6642960372626782,0.6642960372626782,0.0,0
0.622,2.3357214690901213,50.0,0.7125803180227236,0.7125803180227236,0.0,0
0.622,2.3357214690901213,55.0,0.7541706422925465,0.7541706422925465,0.0,0
0.622,2.3357214690901213,60.0,0.789237387531043,0.789237387531043,0.0,0
0.622,2.3357214690901213,65.0,0.8177319884245573,0.8177319884245573,0.0,0
0.622,2.3357214690901213,70.0,0.8405414207931006,0.8405414207931006,0.0,0
0.622,2.3357214690901213,75.0,0.8572127141531753,0.8572127141531753,0.0,0
0.622,2.3357214690901213,80.0,0.8686606017722471,0.8686606017722471,0.0,0
0.622,2.3357214690901213,85.0,1.0859951578969822,0.8752499804886316,0.21074517740835064,1
0.622,2.3357214690901213,90.0,4.184919586150563,0.8777014668237576,3.307218119326805,1
0.622,2.9763514416313175,0.0,-0.0,-0.0,0.0,0
0.622,2.9763514416313175,5.0,0.07691407077683539,0.07691407077683539,0.0,0
0.622,2.9763514416313175,10.0,0.15268133529306516,0.15268133529306516,0.0,0
0.622,2.9763514416313175,15.0,0.22688292496455378,0.22688292496455378,0.0,0
0.622,2.9763514416313175,20.0,0.29862038071486613,0.29862038071486613,0.0,0
0.622,2.9763514416313175,25.0,0.36702034157475283,0.36702034157475283,0.0,0
0.622,2.9763514416313175,30.0,0.4315306624728219,0.4315306624728219,0.0,0
0.622,2.9763514416313175,35.0,0.4911368462644582,0.4911368462644582,0.0,0
0.622,2.9763514416313175,40.0,0.5459951473551032,0.5459951473551032,0.0,0
0.622,2.9763514416313175,45.0,0.5949638957891532,0.5949638957891532,0.0,0
0.622,2.9763514416313175,50.0,0.6383964662805317,0.6383964662805317,0.0,0
0.622,2.9763514416313175,55.0,0.6760639654724164,0.6760639654724164,0.0,0
0.622,2.9763514416313175,60.0,0.7079006020617679,0.7079006020617679,0.0,0
0.622,2.9763514416313175,65.0,0.7338848680717762,0.7338848680717762,0.0,0
0.622,2.9763514416313175,70.0,0.7547863889692358,0.7547863889692358,0.0,0
0.622,2.9763514416313175,75.0,0.7701489983291877,0.7701489983291877,0.0,0
0.622,2.9763514416313175,80.0,0.7807557588305435,0.7807557588305435,0.0,0
0.622,2.9763514416313175,85.0,0.7868706097170322,0.7868706097170322,0.0,0
0.622,2.9763514416313175,90.0,4.09940106123855,0.7891568064762828,3.310244254762267,1
0.622,3.79269019073225,0.0,-0.0,-0.0,0.0,0
0.622,3.79269019073225,5.0,0.06798243335260985,0.06798243335260985,0.0,0
0.622,3.79269019073225,10.0,0.13515457026605188,0.13515457026605188,0.0,0
0.622,3.79269019073225,15.0,0.20076550313331828,0.20076550313331828,0.0,0
0.622,3.79269019073225,20.0,0.264518612530669,0.264518612530669,0.0,0
0.622,3.79269019073225,25.0,0.3249812331357161,0.3249812331357161,0.0,0
0.622,3.79269019073225,30.0,0.38240084156864484,0.38240084156864484,0.0,0
0.622,3.79269019073225,35.0,0.43536580108488776,0.43536580108488776,0.0,0
0.622,3.79269019073225,40.0,0.48413964634524564,0.48413964634524564,0.0,0
0.622,3.79269019073225,45.0,0.5278124247434806,0.5278124247434806,0.0,0
0.622,3.79269019073225,50.0,0.566661991977165,0.566661991977165,0.0,0
0.622,3.79269019073225,55.0,0.6004816454857462,0.6004816454857462,0.0,0
0.622,3.79269019073225,60.0,0.6291312335359678,0.6291312335359678,0.0,0
0.622,3.79269019073225,65.0,0.6525868202202667,0.6525868202202667,0.0,0
0.622,3.79269019073225,70.0,0.6715755109457455,0.6715755109457455,0.0,0
0.622,3.79269019073225,75.0,0.6856012719879446,0.6856012719879446,0.0,0
0.622,3.79269019073225,80.0,0.695337711072117,0.695337711072117,0.0,0
0.622,3.79269019073225,85.0,0.7009626108385667,0.7009626108385667,0.0,0
0.622,3.79269019073225,90.0,4.016528889984729,0.7030739344286643,3.3134549555560646,1
0.622,4.832930238571752,0.0,-0.0,-0.0,0.0,0
0.622,4.832930238571752,5.0,0.05960888605977943,0.05960888605977943,0.0,0
0.622,4.832930238571752,10.0,0.1184904551935849,0.1184904551935849,0.0,0
0.622,4.832930238571752,15.0,0.17601550360711038,0.17601550360711038,0.0,0
0.622,4.832930238571752,20.0,0.23195353834387175,0.23195353834387175,0.0,0
0.622,4.832930238571752,25.0,0.2850224055896666,0.2850224055896666,0.0,0
0.622,4.832930238571752,30.0,0.335481578060604,0.335481578060604,0.0,0
0.622,4.832930238571752,35.0,0.38208004503170023,0.38208004503170023,0.0,0
0.622,4.832930238571752,40.0,0.4250984927353555,0.4250984927353555,0.0,0
0.622,4.832930238571752,45.0,0.4636506687716788,0.4636506687716788,0.0,0
0.622,4.832930238571752,50.0,0.49804306318926234,0.49804306318926234,0.0,0
0.622,4.832930238571752,55.0,0.5281091694840121,0.5281091694840121,0.0,0
0.622,4.832930238571752,60.0,0.5536420761739604,0.5536420761739604,0.0,0
0.622,4.832930238571752,65.0,0.5746100642884769,0.5746100642884769,0.0,0
0.622,4.832930238571752,70.0,0.5916915758059872,0.5916915758059872,0.0,0
0.622,4.832930238571752,75.0,0.6043664174585692,0.6043664174585692,0.0,0
0.622,4.832930238571752,80.0,0.6132073304443468,0.6132073304443468,0.0,0
0.622,4.832930238571752,85.0,0.6183254398744703,0.6183254398744703,0.0,0
0.622,4.832930238571752,90.0,3.9371284342066124,0.6202653001988369,3.3168631340077757,1
0.622,6.158482110660261,0.0,-0.0,-0.0,0.0,0
0.622,6.158482110660261,5.0,0.05176244811894247,0.05176244811894247,0.0,0
0.622,6.158482110660261,10.0,0.10284702249987025,0.10284702249987025,0.0,0
0.622,6.158482110660261,15.0,0.15279081658629776,0.15279081658629776,0.0,0
0.622,6.158482110660261,20.0,0.20122865760257258,0.20122865760257258,0.0,0
0.622,6.158482110660261,25.0,0.24736628967422458,0.24736628967422458,0.0,0
0.622,6.158482110660261,30.0,0.2910035822875081,0.2910035822875081,0.0,0
0.622,6.158482110660261,35.0,0.33165957430746473,0.33165957430746473,0.0,0
0.622,6.158482110660261,40.0,0.3692197107609497,0.3692197107609497,0.0,0
0.622,6.158482110660261,45.0,0.4028767917094222,0.4028767917094222,0.0,0
0.622,6.158482110660261,50.0,0.4330201352053761,0.4330201352053761,0.0,0
0.622,6.158482110660261,55.0,0.4594587840359618,0.4594587840359618,0.0,0
0.622,6.158482110660261,60.0,0.4819857930344197,0.4819857930344197,0.0,0
0.622,6.158482110660261,65.0,0.5005008403428858,0.5005008403428858,0.0,0
0.622,6.158482110660261,70.0,0.5157124383393328,0.5157124383393328,0.0,0
0.622,6.158482110660261,75.0,0.5270421851410302,0.5270421851410302,0.0,0
0.622,6.158482110660261,80.0,0.5349754642928986,0.5349754642928986,0.0,0
0.622,6.158482110660261,85.0,0.5395710218154768,0.5395710218154768,0.0,0
0.622,6.158482110660261,90.0,3.8617579264441244,0.5413457941986999,3.3204121322454245,1
0.622,7.847599703514611,0.0,-0.0,-0.0,0.0,0
0.622,7.847599703514611,5.0,0.04432609134652386,0.04432609134652386,0.0,0
0.622,7.847599703514611,10.0,0.08805674118106716,0.08805674118106716,0.0,0
0.622,7.847599703514611,15.0,0.13082437344862913,0.13082437344862913,0.0,0
0.622,7.847599703514611,20.0,0.17233929514593926,0.17233929514593926,0.0,0
0.622,7.847599703514611,25.0,0.21190813449474058,0.21190813449474058,0.0,0
0.622,7.847599703514611,30.0,0.24938638124080253,0.24938638124080253,0.0,0
0.622,7.847599703514611,35.0,0.28435904901708675,0.28435904901708675,0.0,0
0.622,7.847599703514611,40.0,0.31676676038505436,0.31676676038505436,0.0,0
0.622,7.847599703514611,45.0,0.34581950184973925,0.34581950184973925,0.0,0
0.622,7.847599703514611,50.0,0.3719198866856567,0.3719198866856567,0.0,0
0.622,7.847599703514611,55.0,0.3949262550359406,0.3949262550359406,0.0,0
0.622,7.847599703514611,60.0,0.4145668646966954,0.4145668646966954,0.0,0
0.622,7.847599703514611,65.0,0.4307466696093297,0.4307466696093297,0.0,0
0.622,7.847599703514611,70.0,0.44413248406731154,0.44413248406731154,0.0,0
0.622,7.847599703514611,75.0,0.4541373577172065,0.4541373577172065,0.0,0
0.622,7.847599703514611,80.0,0.4611692016897689,0.4611692016897689,0.0,0
0.622,7.847599703514611,85.0,0.4652465211448117,0.4652465211448117,0.0,0
0.622,7.847599703514611,90.0,3.790858634940675,0.46685502676039353,3.3240036081802815,1
0.622,10.0,0.0,-0.0,-0.0,0.0,0
0.622,10.0,5.0,0.03745874157131079,0.03745874157131079,0.0,0
0.622,10.0,10.0,0.07439759929335794,0.07439759929335794,0.0,0
0.622,10.0,15.0,0.11053587695277055,0.11053587695277055,0.0,0
0.622,10.0,20.0,0.14565260651420367,0.14565260651420367,0.0,0
0.622,10.0,25.0,0.17914588400790848,0.17914588400790848,0.0,0
0.622,10.0,30.0,0.21092153563680313,0.21092153563680313,0.0,0
0.622,10.0,35.0,0.24062237717309576,0.24062237717309576,0.0,0
0.622,10.0,40.0,0.2682407300373125,0.2682407300373125,0.0,0
0.622,10.0,45.0,0.2930004168467529,0.2930004168467529,0.0,0
0.622,10.0,50.0,0.31531732398820395,0.31531732398820395,0.0,0
0.622,10.0,55.0,0.3350965549048737,0.3350965549048737,0.0,0
0.622,10.0,60.0,0.3520091192736843,0.3520091192736843,0.0,0
0.622,10.0,65.0,0.36596567194753465,0.36596567194753465,0.0,0
0.622,10.0,70.0,0.3776004314843564,0.3776004314843564,0.0,0
0.622,10.0,75.0,0.3863224661173291,0.3863224661173291,0.0,0
0.622,10.0,80.0,0.39247236939112584,0.39247236939112584,0.0,0
0.622,10.0,85.0,0.3960375120908661,0.3960375120908661,0.0,0
0.622,10.0,90.0,3.7250881475825577,0.39748119672863824,3.3276069508539194,1
0.556,0.1,0.0,,,,
0.556,0.1,5.0,,,,
0.556,0.1,10.0,,,,
0.556,0.1,15.0,,,,
0.556,0.1,20.0,,,,
0.556,0.1,25.0,,,,
0.556,0.1,30.0,,,,
0.556,0.1,35.0,,,,
0.556,0.1,40.0,,,,
0.556,0.1,45.0,,,,
0.556,0.1,50.0,,,,
0.556,0.1,55.0,,,,
0.556,0.1,60.0,,,,
0.556,0.1,65.0,,,,
0.556,0.1,70.0,,,,
0.556,0.1,75.0,,,,
0.556,0.1,80.0,,,,
0.556,0.1,85.0,,,,
0.556,0.1,90.0,,,,
0.556,0.12742749857031338,0.0,,,,
0.556,0.12742749857031338,5.0,,,,
0.556,0.12742749857031338,10.0,,,,
0.556,0.12742749857031338,15.0,,,,
0.556,0.12742749857031338,20.0,,,,
0.556,0.12742749857031338,25.0,,,,
0.556,0.12742749857031338,30.0,,,,
0.556,0.12742749857031338,35.0,,,,
0.556,0.12742749857031338,40.0,,,,
0.556,0.12742749857031338,45.0,,,,
0.556,0.12742749857031338,50.0,,,,
0.556,0.12742749857031338,55.0,,,,
0.556,0.12742749857031338,60.0,,,,
0.556,0.12742749857031338,65.0,,,,
0.556,0.12742749857031338,70.0,,,,
0.556,0.12742749857031338,75.0,,,,
0.556,0.12742749857031338,80.0,,,,
0.556,0.12742749857031338,85.0,,,,
0.556,0.12742749857031338,90.0,,,,
0.556,0.16237767391887217,0.0,,,,
0.556,0.16237767391887217,5.0,,,,
0.556,0.16237767391887217,10.0,,,,
0.556,0.16237767391887217,15.0,,,,
0.556,0.16237767391887217,20.0,,,,
0.556,0.16237767391887217,25.0,,,,
0.556,0.16237767391887217,30.0,,,,
0.556,0.16237767391887217,35.0,,,,
0.556,0.16237767391887217,40.0,,,,
0.556,0.16237767391887217,45.0,,,,
0.556,0.16237767391887217,50.0,,,,
0.556,0.16237767391887217,55.0,,,,
0.556,0.16237767391887217,60.0,,,,
0.556,0.16237767391887217,65.0,,,,
0.556,0.16237767391887217,70.0,,,,
0.556,0.16237767391887217,75.0,,,,
0.556,0.16237767391887217,80.0,,,,
0.556,0.16237767391887217,85.0,,,,
0.556,0.16237767391887217,90.0,,,,
0.556,0.20691380811147897,0.0,-0.0,-0.0,0.0,0
0.556,0.20691380811147897,5.0,0.15529698769575395,0.15529698769575395,0.0,0
0.556,0.20691380811147897,10.0,0.3092595308738937,0.3092595308738937,0.0,0
0.556,0.20691380811147897,15.0,0.4598850010116143,0.4598850010116143,0.0,0
0.556,0.20691380811147897,20.0,0.606488594809907,0.606488594809907,0.0,0
0.556,0.20691380811147897,25.0,0.7460189091076558,0.7460189091076558,0.0,0
0.556,0.20691380811147897,30.0,0.8774394175878014,0.8774394175878014,0.0,0
0.556,0.20691380811147897,35.0,0.9969931570588775,0.9969931570588775,0.0,0
0.556,0.20691380811147897,40.0,1.1041069336116136,1.1041069336116136,0.0,0
0.556,0.20691380811147897,45.0,1.1968947812188588,1.1968947812188588,0.0,0
0.556,0.20691380811147897,50.0,1.27498774417945,1.27498774417945,0.0,0
0.556,0.20691380811147897,55.0,1.3391179753094855,1.3391179753094855,0.0,0
0.556,0.20691380811147897,60.0,1.3905224434490495,1.3905224434490495,0.0,0
0.556,0.20691380811147897,65.0,1.4743982623074923,1.4306963817793406,0.043701880528151715,1
0.556,0.20691380811147897,70.0,2.105276957805176,1.4611238284840977,0.6441531293210783,1
0.556,0.20691380811147897,75.0,4.435408673357316,1.4840043253227,2.9514043480346164,1
0.556,0.20691380811147897,80.0,5.326007237419429,1.5000569086885862,3.8259503287308423,1
0.556,0.20691380811147897,85.0,5.326631297362776,1.5101146813648798,3.8165166159978963,1
0.556,0.20691380811147897,90.0,5.326822127730649,1.5133756842596966,3.8134464434709523,1
0.556,0.26366508987303583,0.0,-0.0,-0.0,0.0,0
0.556,0.26366508987303583,5.0,0.15344058440675049,0.15344058440675049,0.0,0
0.556,0.26366508987303583,10.0,0.3051478004236811,0.3051478004236811,0.0,0
0.556,0.26366508987303583,15.0,0.45329759657489643,0.45329759657489643,0.0,0
0.556,0.26366508987303583,20.0,0.5963381343461955,0.5963381343461955,0.0,0
0.556,0.26366508987303583,25.0,0.7323026219414953,0.7323026219414953,0.0,0
0.556,0.26366508987303583,30.0,0.8587670768615372,0.8587670768615372,0.0,0
0.556,0.26366508987303583,35.0,0.9749793380366217,0.9749793380366217,0.0,0
0.556,0.26366508987303583,40.0,1.0790120497426985,1.0790120497426985,0.0,0
0.556,0.26366508987303583,45.0,1.1702511643294746,1.1702511643294746,0.0,0
0.556,0.26366508987303583,50.0,1.2487607659043514,1.2487607659043514,0.0,0
0.556,0.26366508987303583,55.0,1.3136180364992722,1.3136180364992722,0.0,0
0.556,0.26366508987303583,60.0,1.3661695339800635,1.3661695339800635,0.0,0
0.556,0.26366508987303583,65.0,1.4070453065245738,1.4070453065245738,0.0,0
0.556,0.26366508987303583,70.0,1.6068161933919614,1.438415838936109,0.16840035445585233,1
0.556,0.26366508987303583,75.0,2.8762792400286097,1.4614198046462827,1.414859435382327,1
0.556,0.26366508987303583,80.0,5.279448823293087,1.4775995308677514,3.801849292425336,1
0.556,0.26366508987303583,85.0,5.277428260554572,1.4872115197213969,3.7902167408331753,1
0.556,0.26366508987303583,90.0,5.277790714380096,1.4906826188825342,3.7871080954975618,1
0.556,0.33598182862837817,0.0,-0.0,-0.0,0.0,0
0.556,0.33598182862837817,5.0,0.1464965394757803,0.1464965394757803,0.0,0
0.556,0.33598182862837817,10.0,0.29158541263992527,0.29158541263992527,0.0,0
0.556,0.33598182862837817,15.0,0.43255090669082874,0.43255090669082874,0.0,0
0.556,0.33598182862837817,20.0,0.5691965338214335,0.5691965338214335,0.0,0
0.556,0.33598182862837817,25.0,0.6985342408222355,0.6985342408222355,0.0,0
0.556,0.33598182862837817,30.0,0.8194386353940599,0.8194386353940599,0.0,0
0.556,0.33598182862837817,35.0,0.9306436744425692,0.9306436744425692,0.0,0
0.556,0.33598182862837817,40.0,1.0308571206135297,1.0308571206135297,0.0,0
0.556,0.33598182862837817,45.0,1.1188329044645529,1.1188329044645529,0.0,0
0.556,0.33598182862837817,50.0,1.1949580921436584,1.1949580921436584,0.0,0
0.556,0.33598182862837817,55.0,1.2587122547652347,1.2587122547652347,0.0,0
0.556,0.33598182862837817,60.0,1.3104895937704388,1.3104895937704388,0.0,0
0.556,0.33598182862837817,65.0,1.3510835584896381,1.3510835584896381,0.0,0
0.556,0.33598182862837817,70.0,1.382388076186283,1.382388076186283,0.0,0
0.556,0.33598182862837817,75.0,1.9875184683450535,1.4050322956330965,0.582486172711957,1
0.556,0.33598182862837817,80.0,5.213277214750719,1.4207124207402133,3.792564794010506,1
0.556,0.33598182862837817,85.0,5.205787534179559,1.4299826336965076,3.7758049004830516,1
0.556,0.33598182862837817,90.0,5.205056630715222,1.4333231454963982,3.771733485218824,1
0.556,0.42813323987193935,0.0,-0.0,-0.0,0.0,0
0.556,0.42813323987193935,5.0,0.13823869741534703,0.13823869741534703,0.0,0
0.556,0.42813323987193935,10.0,0.2744328359947983,0.2744328359947983,0.0,0
0.556,0.42813323987193935,15.0,0.407709665712486,0.407709665712486,0.0,0
0.556,0.42813323987193935,20.0,0.536055215639901,0.536055215639901,0.0,0
0.556,0.42813323987193935,25.0,0.6582577591433805,0.6582577591433805,0.0,0
0.556,0.42813323987193935,30.0,0.7721884773540332,0.7721884773540332,0.0,0
0.556,0.42813323987193935,35.0,0.8769293308563535,0.8769293308563535,0.0,0
0.556,0.42813323987193935,40.0,0.9723686255745277,0.9723686255745277,0.0,0
0.556,0.42813323987193935,45.0,1.056559067164501,1.056559067164501,0.0,0
0.556,0.42813323987193935,50.0,1.129392493059678,1.129392493059678,0.0,0
0.556,0.42813323987193935,55.0,1.1909215730979184,1.1909215730979184,0.0,0
0.556,0.42813323987193935,60.0,1.2413964930419932,1.2413964930419932,0.0,0
0.556,0.42813323987193935,65.0,1.2812432695593783,1.2812432695593783,0.0,0
0.556,0.42813323987193935,70.0,1.3119176778306774,1.3119176778306774,0.0,0
0.556,0.42813323987193935,75.0,1.4342377872929213,1.3339643764390152,0.10027341085390606,1
0.556,0.42813323987193935,80.0,3.7765630694859205,1.3491294753131247,2.427433594172796,1
0.556,0.42813323987193935,85.0,5.127021920361261,1.358049844762688,3.768972075598573,1
0.556,0.42813323987193935,90.0,5.125043409704685,1.3612944011602108,3.7637490085444743,1
0.556,0.5455594781168519,0.0,-0.0,-0.0,0.0,0
0.556,0.5455594781168519,5.0,0.12883622242742765,0.12883622242742765,0.0,0
0.556,0.5455594781168519,10.0,0.2564954831911783,0.2564954831911783,0.0,0
0.556,0.5455594781168519,15.0,0.3806086785055315,0.3806086785055315,0.0,0
0.556,0.5455594781168519,20.0,0.5004993560330255,0.5004993560330255,0.0,0
0.556,0.5455594781168519,25.0,0.615010446987696,0.615010446987696,0.0,0
0.556,0.5455594781168519,30.0,0.7216925745922204,0.7216925745922204,0.0,0
0.556,0.5455594781168519,35.0,0.8204533191276029,0.8204533191276029,0.0,0
0.556,0.5455594781168519,40.0,0.9100678667748852,0.9100678667748852,0.0,0
0.556,0.5455594781168519,45.0,0.9893806855456461,0.9893806855456461,0.0,0
0.556,0.5455594781168519,50.0,1.058418021523302,1.058418021523302,0.0,0
0.556,0.5455594781168519,55.0,1.1173332463914827,1.1173332463914827,0.0,0
0.556,0.5455594781168519,60.0,1.165681231874174,1.165681231874174,0.0,0
0.556,0.5455594781168519,65.0,1.204193949910647,1.204193949910647,0.0,0
0.556,0.5455594781168519,70.0,1.2341582934560393,1.2341582934560393,0.0,0
0.556,0.5455594781168519,75.0,1.2555580987267023,1.2555580987267023,0.0,0
0.556,0.5455594781168519,80.0,2.296528734837182,1.270130984655888,1.0263977501812942,1
0.556,0.5455594781168519,85.0,5.046089550251301,1.2786769436763858,3.767412606574915,1
0.556,0.5455594781168519,90.0,5.041903792790736,1.2817633395388226,3.760140453251913,1
0.556,0.6951927961775606,0.0,-0.0,-0.0,0.0,0
0.556,0.6951927961775606,5.0,0.119604267078312,0.119604267078312,0.0,0
0.556,0.6951927961775606,10.0,0.23771106154159585,0.23771106154159585,0.0,0
0.556,0.6951927961775606,15.0,0.3532527842004368,0.3532527842004368,0.0,0
0.556,0.6951927961775606,20.0,0.4645843286482796,0.4645843286482796,0.0,0
0.556,0.6951927961775606,25.0,0.5705968973124118,0.5705968973124118,0.0,0
0.556,0.6951927961775606,30.0,0.6702453855108035,0.6702453855108035,0.0,0
0.556,0.6951927961775606,35.0,0.7623913350055265,0.7623913350055265,0.0,0
0.556,0.6951927961775606,40.0,0.8459240396539804,0.8459240396539804,0.0,0
0.556,0.6951927961775606,45.0,0.9204377040648964,0.9204377040648964,0.0,0
0.556,0.6951927961775606,50.0,0.9854427689427709,0.9854427689427709,0.0,0
0.556,0.6951927961775606,55.0,1.041063305379291,1.041063305379291,0.0,0
