MS Mass (solMass),Period (days),Inclination (degs),MS Atmosphere Model,Native Amplitude (mag),Only-Horizon Amplitude (mag),Amplitude Difference (mag),Eclipsing?
0.1,0.26366508987303583,70.0,,,,,
0.1,0.26366508987303583,75.0,,,,,
0.1,0.26366508987303583,80.0,,,,,
0.1,0.26366508987303583,85.0,,,,,
0.1,0.26366508987303583,90.0,,,,,
0.1,0.33598182862837817,0.0,,,,,
0.1,0.33598182862837817,5.0,,,,,
0.1,0.33598182862837817,10.0,,,,,
0.1,0.33598182862837817,15.0,,,,,
0.1,0.33598182862837817,20.0,,,,,
0.1,0.33598182862837817,25.0,,,,,
0.1,0.33598182862837817,30.0,,,,,
0.1,0.33598182862837817,35.0,,,,,
0.1,0.33598182862837817,40.0,,,,,
0.1,0.33598182862837817,45.0,,,,,
0.1,0.33598182862837817,50.0,,,,,
0.1,0.33598182862837817,55.0,,,,,
0.1,0.33598182862837817,60.0,,,,,
0.1,0.33598182862837817,65.0,,,,,
0.1,0.33598182862837817,70.0,,,,,
0.1,0.33598182862837817,75.0,,,,,
0.1,0.33598182862837817,80.0,,,,,
0.1,0.33598182862837817,85.0,,,,,
0.1,0.33598182862837817,90.0,,,,,
0.1,0.42813323987193935,0.0,,,,,
0.1,0.42813323987193935,5.0,,,,,
0.1,0.42813323987193935,10.0,,,,,
0.1,0.42813323987193935,15.0,,,,,
0.1,0.42813323987193935,20.0,,,,,
0.1,0.42813323987193935,25.0,,,,,
0.1,0.42813323987193935,30.0,,,,,
0.1,0.42813323987193935,35.0,,,,,
0.1,0.42813323987193935,40.0,,,,,
0.1,0.42813323987193935,45.0,,,,,
0.1,0.42813323987193935,50.0,,,,,
0.1,0.42813323987193935,55.0,,,,,
0.1,0.42813323987193935,60.0,,,,,
0.1,0.42813323987193935,65.0,,,,,
0.1,0.42813323987193935,70.0,,,,,
0.1,0.42813323987193935,75.0,,,,,
0.1,0.42813323987193935,80.0,,,,,
0.1,0.42813323987193935,85.0,,,,,
0.1,0.42813323987193935,90.0,,,,,
0.1,0.5455594781168519,0.0,,,,,
0.1,0.5455594781168519,5.0,,,,,
0.1,0.5455594781168519,10.0,,,,,
0.1,0.5455594781168519,15.0,,,,,
0.1,0.5455594781168519,20.0,,,,,
0.1,0.5455594781168519,25.0,,,,,
0.1,0.5455594781168519,30.0,,,,,
0.1,0.5455594781168519,35.0,,,,,
0.1,0.5455594781168519,40.0,,,,,
0.1,0.5455594781168519,45.0,,,,,
0.1,0.5455594781168519,50.0,,,,,
0.1,0.5455594781168519,55.0,,,,,
0.1,0.5455594781168519,60.0,,,,,
0.1,0.5455594781168519,65.0,,,,,
0.1,0.5455594781168519,70.0,,,,,
0.1,0.5455594781168519,75.0,,,,,
0.1,0.5455594781168519,80.0,,,,,
0.1,0.5455594781168519,85.0,,,,,
0.1,0.5455594781168519,90.0,,,,,
0.1,0.6951927961775606,0.0,,,,,
0.1,0.6951927961775606,5.0,,,,,
0.1,0.6951927961775606,10.0,,,,,
0.1,0.6951927961775606,15.0,,,,,
0.1,0.6951927961775606,20.0,,,,,
0.1,0.6951927961775606,25.0,,,,,
0.1,0.6951927961775606,30.0,,,,,
0.1,0.6951927961775606,35.0,,,,,
0.1,0.6951927961775606,40.0,,,,,
0.1,0.6951927961775606,45.0,,,,,
0.1,0.6951927961775606,50.0,,,,,
0.1,0.6951927961775606,55.0,,,,,
0.1,0.6951927961775606,60.0,,,,,
0.1,0.6951927961775606,65.0,,,,,
0.1,0.6951927961775606,70.0,,,,,
0.1,0.6951927961775606,75.0,,,,,
0.1,0.6951927961775606,80.0,,,,,
0.1,0.6951927961775606,85.0,,,,,
0.1,0.6951927961775606,90.0,,,,,
0.1,0.8858667904100825,0.0,,,,,
0.1,0.8858667904100825,5.0,,,,,
0.1,0.8858667904100825,10.0,,,,,
0.1,0.8858667904100825,15.0,,,,,
0.1,0.8858667904100825,20.0,,,,,
0.1,0.8858667904100825,25.0,,,,,
0.1,0.8858667904100825,30.0,,,,,
0.1,0.8858667904100825,35.0,,,,,
0.1,0.8858667904100825,40.0,,,,,
0.1,0.8858667904100825,45.0,,,,,
0.1,0.8858667904100825,50.0,,,,,
0.1,0.8858667904100825,55.0,,,,,
0.1,0.8858667904100825,60.0,,,,,
0.1,0.8858667904100825,65.0,,,,,
0.1,0.8858667904100825,70.0,,,,,
0.1,0.8858667904100825,75.0,,,,,
0.1,0.8858667904100825,80.0,,,,,
0.1,0.8858667904100825,85.0,,,,,
0.1,0.8858667904100825,90.0,,,,,
0.1,1.1288378916846888,0.0,,,,,
0.1,1.1288378916846888,5.0,,,,,
0.1,1.1288378916846888,10.0,,,,,
0.1,1.1288378916846888,15.0,,,,,
0.1,1.1288378916846888,20.0,,,,,
0.1,1.1288378916846888,25.0,,,,,
0.1,1.1288378916846888,30.0,,,,,
0.1,1.1288378916846888,35.0,,,,,
0.1,1.1288378916846888,40.0,,,,,
0.1,1.1288378916846888,45.0,,,,,
0.1,1.1288378916846888,50.0,,,,,
0.1,1.1288378916846888,55.0,,,,,
0.1,1.1288378916846888,60.0,,,,,
0.1,1.1288378916846888,65.0,,,,,
0.1,1.1288378916846888,70.0,,,,,
0.1,1.1288378916846888,75.0,,,,,
0.1,1.1288378916846888,80.0,,,,,
0.1,1.1288378916846888,85.0,,,,,
0.1,1.1288378916846888,90.0,,,,,
0.1,1.438449888287663,0.0,,,,,
0.1,1.438449888287663,5.0,,,,,
0.1,1.438449888287663,10.0,,,,,
0.1,1.438449888287663,15.0,,,,,
0.1,1.438449888287663,20.0,,,,,
0.1,1.438449888287663,25.0,,,,,
0.1,1.438449888287663,30.0,,,,,
0.1,1.438449888287663,35.0,,,,,
0.1,1.438449888287663,40.0,,,,,
0.1,1.438449888287663,45.0,,,,,
0.1,1.438449888287663,50.0,,,,,
0.1,1.438449888287663,55.0,,,,,
0.1,1.438449888287663,60.0,,,,,
0.1,1.438449888287663,65.0,,,,,
0.1,1.438449888287663,70.0,,,,,
0.1,1.438449888287663,75.0,,,,,
0.1,1.438449888287663,80.0,,,,,
0.1,1.438449888287663,85.0,,,,,
0.1,1.438449888287663,90.0,,,,,
0.1,1.8329807108324356,0.0,,,,,
0.1,1.8329807108324356,5.0,,,,,
0.1,1.8329807108324356,10.0,,,,,
0.1,1.8329807108324356,15.0,,,,,
0.1,1.8329807108324356,20.0,,,,,
0.1,1.8329807108324356,25.0,,,,,
0.1,1.8329807108324356,30.0,,,,,
0.1,1.8329807108324356,35.0,,,,,
0.1,1.8329807108324356,40.0,,,,,
0.1,1.8329807108324356,45.0,,,,,
0.1,1.8329807108324356,50.0,,,,,
0.1,1.8329807108324356,55.0,,,,,
0.1,1.8329807108324356,60.0,,,,,
0.1,1.8329807108324356,65.0,,,,,
0.1,1.8329807108324356,70.0,,,,,
0.1,1.8329807108324356,75.0,,,,,
0.1,1.8329807108324356,80.0,,,,,
0.1,1.8329807108324356,85.0,,,,,
0.1,1.8329807108324356,90.0,,,,,
0.1,2.3357214690901213,0.0,,,,,
0.1,2.3357214690901213,5.0,,,,,
0.1,2.3357214690901213,10.0,,,,,
0.1,2.3357214690901213,15.0,,,,,
0.1,2.3357214690901213,20.0,,,,,
0.1,2.3357214690901213,25.0,,,,,
0.1,2.3357214690901213,30.0,,,,,
0.1,2.3357214690901213,35.0,,,,,
0.1,2.3357214690901213,40.0,,,,,
0.1,2.3357214690901213,45.0,,,,,
0.1,2.3357214690901213,50.0,,,,,
0.1,2.3357214690901213,55.0,,,,,
0.1,2.3357214690901213,60.0,,,,,
0.1,2.3357214690901213,65.0,,,,,
0.1,2.3357214690901213,70.0,,,,,
0.1,2.3357214690901213,75.0,,,,,
0.1,2.3357214690901213,80.0,,,,,
0.1,2.3357214690901213,85.0,,,,,
0.1,2.3357214690901213,90.0,,,,,
0.1,2.9763514416313175,0.0,,,,,
0.1,2.9763514416313175,5.0,,,,,
0.1,2.9763514416313175,10.0,,,,,
0.1,2.9763514416313175,15.0,,,,,
0.1,2.9763514416313175,20.0,,,,,
0.1,2.9763514416313175,25.0,,,,,
0.1,2.9763514416313175,30.0,,,,,
0.1,2.9763514416313175,35.0,,,,,
0.1,2.9763514416313175,40.0,,,,,
0.1,2.9763514416313175,45.0,,,,,
0.1,2.9763514416313175,50.0,,,,,
0.1,2.9763514416313175,55.0,,,,,
0.1,2.9763514416313175,60.0,,,,,
0.1,2.9763514416313175,65.0,,,,,
0.1,2.9763514416313175,70.0,,,,,
0.1,2.9763514416313175,75.0,,,,,
0.1,2.9763514416313175,80.0,,,,,
0.1,2.9763514416313175,85.0,,,,,
0.1,2.9763514416313175,90.0,,,,,
0.1,3.79269019073225,0.0,,,,,
0.1,3.79269019073225,5.0,,,,,
0.1,3.79269019073225,10.0,,,,,
0.1,3.79269019073225,15.0,,,,,
0.1,3.79269019073225,20.0,,,,,
0.1,3.79269019073225,25.0,,,,,
0.1,3.79269019073225,30.0,,,,,
0.1,3.79269019073225,35.0,,,,,
0.1,3.79269019073225,40.0,,,,,
0.1,3.79269019073225,45.0,,,,,
0.1,3.79269019073225,50.0,,,,,
0.1,3.79269019073225,55.0,,,,,
0.1,3.79269019073225,60.0,,,,,
0.1,3.79269019073225,65.0,,,,,
0.1,3.79269019073225,70.0,,,,,
0.1,3.79269019073225,75.0,,,,,
0.1,3.79269019073225,80.0,,,,,
0.1,3.79269019073225,85.0,,,,,
0.1,3.79269019073225,90.0,,,,,
0.1,4.832930238571752,0.0,,,,,
0.1,4.832930238571752,5.0,,,,,
0.1,4.832930238571752,10.0,,,,,
0.1,4.832930238571752,15.0,,,,,
0.1,4.832930238571752,20.0,,,,,
0.1,4.832930238571752,25.0,,,,,
0.1,4.832930238571752,30.0,,,,,
0.1,4.832930238571752,35.0,,,,,
0.1,4.832930238571752,40.0,,,,,
0.1,4.832930238571752,45.0,,,,,
0.1,4.832930238571752,50.0,,,,,
0.1,4.832930238571752,55.0,,,,,
0.1,4.832930238571752,60.0,,,,,
0.1,4.832930238571752,65.0,,,,,
0.1,4.832930238571752,70.0,,,,,
0.1,4.832930238571752,75.0,,,,,
0.1,4.832930238571752,80.0,,,,,
0.1,4.832930238571752,85.0,,,,,
0.1,4.832930238571752,90.0,,,,,
0.1,6.158482110660261,0.0,70,-0.0,-0.0,0.0,0
0.1,6.158482110660261,5.0,70,0.0031172718135494644,0.0031172718135494644,0.0,0
0.1,6.158482110660261,10.0,70,0.006054838778157219,0.006054838778157219,0.0,0
0.1,6.158482110660261,15.0,70,0.008875901161304076,0.008875901161304076,0.0,0
0.1,6.158482110660261,20.0,70,0.0117027384958127,0.0117027384958127,0.0,0
0.1,6.158482110660261,25.0,70,0.014338663136887055,0.014338663136887055,0.0,0
0.1,6.158482110660261,30.0,70,0.01691178848726152,0.01691178848726152,0.0,0
0.1,6.158482110660261,35.0,70,0.019310426897441998,0.019310426897441998,0.0,0
0.1,6.158482110660261,40.0,70,0.021834890105169036,0.021834890105169036,0.0,0
0.1,6.158482110660261,45.0,70,0.023709771240656576,0.023709771240656576,0.0,0
0.1,6.158482110660261,50.0,70,0.025500497901414503,0.025500497901414503,0.0,0
0.1,6.158482110660261,55.0,70,0.027411003597824137,0.027411003597824137,0.0,0
0.1,6.158482110660261,60.0,70,0.02884460552242213,0.02884460552242213,0.0,0
0.1,6.158482110660261,65.0,70,0.02983746207569464,0.02983746207569464,0.0,0
0.1,6.158482110660261,70.0,70,0.030993254391105462,0.030993254391105462,0.0,0
0.1,6.158482110660261,75.0,70,0.03178458190068351,0.03178458190068351,0.0,0
0.1,6.158482110660261,80.0,70,0.03230690704010831,0.03230690704010831,0.0,0
0.1,6.158482110660261,85.0,70,0.03248060714323986,0.03248060714323986,0.0,0
0.1,6.158482110660261,90.0,70,1.5256999819231023,0.03284988263523056,1.4928500992878717,1
0.1,7.847599703514611,0.0,70,-0.0,-0.0,0.0,0
0.1,7.847599703514611,5.0,70,0.0027565069602153006,0.0027565069602153006,0.0,0
0.1,7.847599703514611,10.0,70,0.0053355209105294815,0.0053355209105294815,0.0,0
0.1,7.847599703514611,15.0,70,0.007803746915660928,0.007803746915660928,0.0,0
0.1,7.847599703514611,20.0,70,0.010285566707448492,0.010285566707448492,0.0,0
0.1,7.847599703514611,25.0,70,0.012587982753713667,0.012587982753713667,0.0,0
0.1,7.847599703514611,30.0,70,0.014840662145145995,0.014840662145145995,0.0,0
0.1,7.847599703514611,35.0,70,0.016934484506131352,0.016934484506131352,0.0,0
0.1,7.847599703514611,40.0,70,0.01917192994980908,0.01917192994980908,0.0,0
0.1,7.847599703514611,45.0,70,0.020779593450076267,0.020779593450076267,0.0,0
0.1,7.847599703514611,50.0,70,0.022324167384839434,0.022324167384839434,0.0,0
0.1,7.847599703514611,55.0,70,0.024015077897335466,0.024015077897335466,0.0,0
0.1,7.847599703514611,60.0,70,0.025253652266258583,0.025253652266258583,0.0,0
0.1,7.847599703514611,65.0,70,0.026079531229926317,0.026079531229926317,0.0,0
0.1,7.847599703514611,70.0,70,0.027098699524074163,0.027098699524074163,0.0,0
0.1,7.847599703514611,75.0,70,0.02778580239285126,0.02778580239285126,0.0,0
0.1,7.847599703514611,80.0,70,0.02823350743587965,0.02823350743587965,0.0,0
0.1,7.847599703514611,85.0,70,0.0283628767175805,0.0283628767175805,0.0,0
0.1,7.847599703514611,90.0,70,1.5257101322489206,0.028717919346523617,1.496992212902397,1
0.1,10.0,0.0,70,-0.0,-0.0,0.0,0
0.1,10.0,5.0,70,0.0024208367145234356,0.0024208367145234356,0.0,0
0.1,10.0,10.0,70,0.004666315873046262,0.004666315873046262,0.0,0
0.1,10.0,15.0,70,0.006805427738985089,0.006805427738985089,0.0,0
0.1,10.0,20.0,70,0.008965698071078094,0.008965698071078094,0.0,0
0.1,10.0,25.0,70,0.010957206378159869,0.010957206378159869,0.0,0
0.1,10.0,30.0,70,0.012910857278324396,0.012910857278324396,0.0,0
0.1,10.0,35.0,70,0.014720756977083745,0.014720756977083745,0.0,0
0.1,10.0,40.0,70,0.01669117041318903,0.01669117041318903,0.0,0
0.1,10.0,45.0,70,0.018051007260969466,0.018051007260969466,0.0,0
0.1,10.0,50.0,70,0.019368405776848893,0.019368405776848893,0.0,0
0.1,10.0,55.0,70,0.020858437408314986,0.020858437408314986,0.0,0
0.1,10.0,60.0,70,0.02192020408203618,0.02192020408203618,0.0,0
0.1,10.0,65.0,70,0.022596165584199863,0.022596165584199863,0.0,0
0.1,10.0,70.0,70,0.023493674679439278,0.023493674679439278,0.0,0
0.1,10.0,75.0,70,0.0240885645925778,0.0240885645925778,0.0,0
0.1,10.0,80.0,70,0.024470543589089167,0.024470543589089167,0.0,0
0.1,10.0,85.0,70,0.024560961654340602,0.024560961654340602,0.0,0
0.1,10.0,90.0,70,1.5257165910784176,0.024903585784148925,1.5008130052942688,1
0.11288378916846889,0.1,0.0,,,,,
0.11288378916846889,0.1,5.0,,,,,
0.11288378916846889,0.1,10.0,,,,,
0.11288378916846889,0.1,15.0,,,,,
0.11288378916846889,0.1,20.0,,,,,
0.11288378916846889,0.1,25.0,,,,,
0.11288378916846889,0.1,30.0,,,,,
0.11288378916846889,0.1,35.0,,,,,
0.11288378916846889,0.1,40.0,,,,,
0.11288378916846889,0.1,45.0,,,,,
0.11288378916846889,0.1,50.0,,,,,
0.11288378916846889,0.1,55.0,,,,,
0.11288378916846889,0.1,60.0,,,,,
0.11288378916846889,0.1,65.0,,,,,
0.11288378916846889,0.1,70.0,,,,,
0.11288378916846889,0.1,75.0,,,,,
0.11288378916846889,0.1,80.0,,,,,
0.11288378916846889,0.1,85.0,,,,,
0.11288378916846889,0.1,90.0,,,,,
0.11288378916846889,0.12742749857031338,0.0,,,,,
0.11288378916846889,0.12742749857031338,5.0,,,,,
0.11288378916846889,0.12742749857031338,10.0,,,,,
0.11288378916846889,0.12742749857031338,15.0,,,,,
0.11288378916846889,0.12742749857031338,20.0,,,,,
0.11288378916846889,0.12742749857031338,25.0,,,,,
0.11288378916846889,0.12742749857031338,30.0,,,,,
0.11288378916846889,0.12742749857031338,35.0,,,,,
0.11288378916846889,0.12742749857031338,40.0,,,,,
0.11288378916846889,0.12742749857031338,45.0,,,,,
0.11288378916846889,0.12742749857031338,50.0,,,,,
0.11288378916846889,0.12742749857031338,55.0,,,,,
0.11288378916846889,0.12742749857031338,60.0,,,,,
0.11288378916846889,0.12742749857031338,65.0,,,,,
0.11288378916846889,0.12742749857031338,70.0,,,,,
0.11288378916846889,0.12742749857031338,75.0,,,,,
0.11288378916846889,0.12742749857031338,80.0,,,,,
0.11288378916846889,0.12742749857031338,85.0,,,,,
0.11288378916846889,0.12742749857031338,90.0,,,,,
0.11288378916846889,0.16237767391887217,0.0,,,,,
0.11288378916846889,0.16237767391887217,5.0,,,,,
0.11288378916846889,0.16237767391887217,10.0,,,,,
0.11288378916846889,0.16237767391887217,15.0,,,,,
0.11288378916846889,0.16237767391887217,20.0,,,,,
0.11288378916846889,0.16237767391887217,25.0,,,,,
0.11288378916846889,0.16237767391887217,30.0,,,,,
0.11288378916846889,0.16237767391887217,35.0,,,,,
0.11288378916846889,0.16237767391887217,40.0,,,,,
0.11288378916846889,0.16237767391887217,45.0,,,,,
0.11288378916846889,0.16237767391887217,50.0,,,,,
0.11288378916846889,0.16237767391887217,55.0,,,,,
0.11288378916846889,0.16237767391887217,60.0,,,,,
0.11288378916846889,0.16237767391887217,65.0,,,,,
0.11288378916846889,0.16237767391887217,70.0,,,,,
0.11288378916846889,0.16237767391887217,75.0,,,,,
0.11288378916846889,0.16237767391887217,80.0,,,,,
0.11288378916846889,0.16237767391887217,85.0,,,,,
0.11288378916846889,0.16237767391887217,90.0,,,,,
0.11288378916846889,0.20691380811147897,0.0,,,,,
0.11288378916846889,0.20691380811147897,5.0,,,,,
0.11288378916846889,0.20691380811147897,10.0,,,,,
0.11288378916846889,0.20691380811147897,15.0,,,,,
0.11288378916846889,0.20691380811147897,20.0,,,,,
0.11288378916846889,0.20691380811147897,25.0,,,,,
0.11288378916846889,0.20691380811147897,30.0,,,,,
0.11288378916846889,0.20691380811147897,35.0,,,,,
0.11288378916846889,0.20691380811147897,40.0,,,,,
0.11288378916846889,0.20691380811147897,45.0,,,,,
0.11288378916846889,0.20691380811147897,50.0,,,,,
0.11288378916846889,0.20691380811147897,55.0,,,,,
0.11288378916846889,0.20691380811147897,60.0,,,,,
0.11288378916846889,0.20691380811147897,65.0,,,,,
0.11288378916846889,0.20691380811147897,70.0,,,,,
0.11288378916846889,0.20691380811147897,75.0,,,,,
0.11288378916846889,0.20691380811147897,80.0,,,,,
0.11288378916846889,0.20691380811147897,85.0,,,,,
0.11288378916846889,0.20691380811147897,90.0,,,,,
0.11288378916846889,0.26366508987303583,0.0,,,,,
0.11288378916846889,0.26366508987303583,5.0,,,,,
0.11288378916846889,0.26366508987303583,10.0,,,,,
0.11288378916846889,0.26366508987303583,15.0,,,,,
0.11288378916846889,0.26366508987303583,20.0,,,,,
0.11288378916846889,0.26366508987303583,25.0,,,,,
0.11288378916846889,0.26366508987303583,30.0,,,,,
0.11288378916846889,0.26366508987303583,35.0,,,,,
0.11288378916846889,0.26366508987303583,40.0,,,,,
0.11288378916846889,0.26366508987303583,45.0,,,,,
0.11288378916846889,0.26366508987303583,50.0,,,,,
0.11288378916846889,0.26366508987303583,55.0,,,,,
0.11288378916846889,0.26366508987303583,60.0,,,,,
0.11288378916846889,0.26366508987303583,65.0,,,,,
0.11288378916846889,0.26366508987303583,70.0,,,,,
0.11288378916846889,0.26366508987303583,75.0,,,,,
0.11288378916846889,0.26366508987303583,80.0,,,,,
0.11288378916846889,0.26366508987303583,85.0,,,,,
0.11288378916846889,0.26366508987303583,90.0,,,,,
0.11288378916846889,0.33598182862837817,0.0,,,,,
0.11288378916846889,0.33598182862837817,5.0,,,,,
0.11288378916846889,0.33598182862837817,10.0,,,,,
0.11288378916846889,0.33598182862837817,15.0,,,,,
0.11288378916846889,0.33598182862837817,20.0,,,,,
0.11288378916846889,0.33598182862837817,25.0,,,,,
0.11288378916846889,0.33598182862837817,30.0,,,,,
0.11288378916846889,0.33598182862837817,35.0,,,,,
0.11288378916846889,0.33598182862837817,40.0,,,,,
0.11288378916846889,0.33598182862837817,45.0,,,,,
0.11288378916846889,0.33598182862837817,50.0,,,,,
0.11288378916846889,0.33598182862837817,55.0,,,,,
0.11288378916846889,0.33598182862837817,60.0,,,,,
0.11288378916846889,0.33598182862837817,65.0,,,,,
0.11288378916846889,0.33598182862837817,70.0,,,,,
0.11288378916846889,0.33598182862837817,75.0,,,,,
0.11288378916846889,0.33598182862837817,80.0,,,,,
0.11288378916846889,0.33598182862837817,85.0,,,,,
0.11288378916846889,0.33598182862837817,90.0,,,,,
0.11288378916846889,0.42813323987193935,0.0,,,,,
0.11288378916846889,0.42813323987193935,5.0,,,,,
0.11288378916846889,0.42813323987193935,10.0,,,,,
0.11288378916846889,0.42813323987193935,15.0,,,,,
0.11288378916846889,0.42813323987193935,20.0,,,,,
0.11288378916846889,0.42813323987193935,25.0,,,,,
0.11288378916846889,0.42813323987193935,30.0,,,,,
0.11288378916846889,0.42813323987193935,35.0,,,,,
0.11288378916846889,0.42813323987193935,40.0,,,,,
0.11288378916846889,0.42813323987193935,45.0,,,,,
0.11288378916846889,0.42813323987193935,50.0,,,,,
0.11288378916846889,0.42813323987193935,55.0,,,,,
0.11288378916846889,0.42813323987193935,60.0,,,,,
0.11288378916846889,0.42813323987193935,65.0,,,,,
0.11288378916846889,0.42813323987193935,70.0,,,,,
0.11288378916846889,0.42813323987193935,75.0,,,,,
0.11288378916846889,0.42813323987193935,80.0,,,,,
0.11288378916846889,0.42813323987193935,85.0,,,,,
0.11288378916846889,0.42813323987193935,90.0,,,,,
0.11288378916846889,0.5455594781168519,0.0,,,,,
0.11288378916846889,0.5455594781168519,5.0,,,,,
0.11288378916846889,0.5455594781168519,10.0,,,,,
0.11288378916846889,0.5455594781168519,15.0,,,,,
0.11288378916846889,0.5455594781168519,20.0,,,,,
0.11288378916846889,0.5455594781168519,25.0,,,,,
0.11288378916846889,0.5455594781168519,30.0,,,,,
0.11288378916846889,0.5455594781168519,35.0,,,,,
0.11288378916846889,0.5455594781168519,40.0,,,,,
0.11288378916846889,0.5455594781168519,45.0,,,,,
0.11288378916846889,0.5455594781168519,50.0,,,,,
0.11288378916846889,0.5455594781168519,55.0,,,,,
0.11288378916846889,0.5455594781168519,60.0,,,,,
0.11288378916846889,0.5455594781168519,65.0,,,,,
0.11288378916846889,0.5455594781168519,70.0,,,,,
0.11288378916846889,0.5455594781168519,75.0,,,,,
0.11288378916846889,0.5455594781168519,80.0,,,,,
0.11288378916846889,0.5455594781168519,85.0,,,,,
0.11288378916846889,0.5455594781168519,90.0,,,,,
0.11288378916846889,0.6951927961775606,0.0,,,,,
0.11288378916846889,0.6951927961775606,5.0,,,,,
0.11288378916846889,0.6951927961775606,10.0,,,,,
0.11288378916846889,0.6951927961775606,15.0,,,,,
0.11288378916846889,0.6951927961775606,20.0,,,,,
0.11288378916846889,0.6951927961775606,25.0,,,,,
0.11288378916846889,0.6951927961775606,30.0,,,,,
0.11288378916846889,0.6951927961775606,35.0,,,,,
0.11288378916846889,0.6951927961775606,40.0,,,,,
0.11288378916846889,0.6951927961775606,45.0,,,,,
0.11288378916846889,0.6951927961775606,50.0,,,,,
0.11288378916846889,0.6951927961775606,55.0,,,,,
0.11288378916846889,0.6951927961775606,60.0,,,,,
0.11288378916846889,0.6951927961775606,65.0,,,,,
0.11288378916846889,0.6951927961775606,70.0,,,,,
0.11288378916846889,0.6951927961775606,75.0,,,,,
0.11288378916846889,0.6951927961775606,80.0,,,,,
0.11288378916846889,0.6951927961775606,85.0,,,,,
0.11288378916846889,0.6951927961775606,90.0,,,,,
0.11288378916846889,0.8858667904100825,0.0,,,,,
