MS Mass (solMass),Period (days),Inclination (degs),Native Amplitude (mag),Only-Horizon Amplitude (mag),Amplitude Difference (mag),Eclipsing?
0.475,0.5455594781168519,25.0,0.5194299304841639,0.5194299304841639,0.0,0
0.475,0.5455594781168519,30.0,0.6096309661735059,0.6096309661735059,0.0,0
0.475,0.5455594781168519,35.0,0.6934243633321935,0.6934243633321935,0.0,0
0.475,0.5455594781168519,40.0,0.7695309523864412,0.7695309523864412,0.0,0
0.475,0.5455594781168519,45.0,0.8372298587398639,0.8372298587398639,0.0,0
0.475,0.5455594781168519,50.0,0.8965120849309994,0.8965120849309994,0.0,0
0.475,0.5455594781168519,55.0,0.9471483896555922,0.9471483896555922,0.0,0
0.475,0.5455594781168519,60.0,0.9892116005666487,0.9892116005666487,0.0,0
0.475,0.5455594781168519,65.0,1.02309511072949,1.02309511072949,0.0,0
0.475,0.5455594781168519,70.0,1.0495106355410293,1.0495106355410293,0.0,0
0.475,0.5455594781168519,75.0,1.0689555803469348,1.0689555803469348,0.0,0
0.475,0.5455594781168519,80.0,1.5451166476371805,1.082241133011261,0.4628755146259196,1
0.475,0.5455594781168519,85.0,5.436349945501442,1.0899527746650615,4.346397170836381,1
0.475,0.5455594781168519,90.0,5.4261727410481235,1.0928040789795357,4.333368662068588,1
0.475,0.6951927961775606,0.0,-0.0,-0.0,0.0,0
0.475,0.6951927961775606,5.0,0.10035735518969977,0.10035735518969977,0.0,0
0.475,0.6951927961775606,10.0,0.19990848598588495,0.19990848598588495,0.0,0
0.475,0.6951927961775606,15.0,0.29668086250861975,0.29668086250861975,0.0,0
0.475,0.6951927961775606,20.0,0.390376282278711,0.390376282278711,0.0,0
0.475,0.6951927961775606,25.0,0.4794924440981116,0.4794924440981116,0.0,0
0.475,0.6951927961775606,30.0,0.5632738453222658,0.5632738453222658,0.0,0
0.475,0.6951927961775606,35.0,0.6407652131888504,0.6407652131888504,0.0,0
0.475,0.6951927961775606,40.0,0.7115312559454039,0.7115312559454039,0.0,0
0.475,0.6951927961775606,45.0,0.7746279534918726,0.7746279534918726,0.0,0
0.475,0.6951927961775606,50.0,0.8300098861099247,0.8300098861099247,0.0,0
0.475,0.6951927961775606,55.0,0.8776738454532206,0.8776738454532206,0.0,0
0.475,0.6951927961775606,60.0,0.9173153732159206,0.9173153732159206,0.0,0
0.475,0.6951927961775606,65.0,0.9494236783428573,0.9494236783428573,0.0,0
0.475,0.6951927961775606,70.0,0.9745725595775672,0.9745725595775672,0.0,0
0.475,0.6951927961775606,75.0,0.9930960146569658,0.9930960146569658,0.0,0
0.475,0.6951927961775606,80.0,1.074262192767669,1.005754698560785,0.06850749420688396,1
0.475,0.6951927961775606,85.0,5.365946232511022,1.0130554493343493,4.352890783176672,1
0.475,0.6951927961775606,90.0,5.3508103755051595,1.0157524070666564,4.3350579684385036,1
0.475,0.8858667904100825,0.0,-0.0,-0.0,0.0,0
0.475,0.8858667904100825,5.0,0.09220565272903469,0.09220565272903469,0.0,0
0.475,0.8858667904100825,10.0,0.1834897786922497,0.1834897786922497,0.0,0
0.475,0.8858667904100825,15.0,0.2723726472108367,0.2723726472108367,0.0,0
0.475,0.8858667904100825,20.0,0.35824471407915703,0.35824471407915703,0.0,0
0.475,0.8858667904100825,25.0,0.4403545337387328,0.4403545337387328,0.0,0
0.475,0.8858667904100825,30.0,0.5174210343187533,0.5174210343187533,0.0,0
0.475,0.8858667904100825,35.0,0.5887797572494092,0.5887797572494092,0.0,0
